obsid,ucdpid,dyadid,country,acr,side_b,byear,eyear,transconstsupp,rebextpart,rtypesup,foreign_f,b_neigh,ff_coethnic,actorid,islmgenpct,religious_nonislamist,secular_nonleft,noideol,nonnationalist,cowcode,rebestimate,rebstrength,strengthcent,mobcap,terrcont,length,year,best_fatality,low_fatality,region,territorial,intensity,govtbestfatal,loot,countrycode,pop_dens,gdp_cap,gdp_cap_gr,ethnic,islamist_nsa,secessionist,communist,foreign_territory,rebelsupport,fatality_lag,govtbestfatal_ln,pop_dens_ln,gdp_cap_ln,rebestimate_ln,islamist,forced_recruit,leftist,nationalist,fatality_lag_ln,ff_type
NSA.3.4-1453,191,1,Algeria,ALG,FIS,1992,1997,explicit,alleged,military,0,0,0,1389,0.99000001,0,0,0,1,615,12500,2,2,0,0,6,1992,0,0,,0,0,0,0,DZA,11.412211,3403.903452,-.547389546,0,0,0,0,1,0,,0,2.434684,8.132678,9.4334841,1,1,0,0,,0
NSA.3.4-1453,191,1,Algeria,ALG,FIS,1992,1997,explicit,alleged,military,0,0,0,1389,0.99000001,0,0,0,1,615,12500,2,2,0,0,6,1993,0,0,,0,0,0,0,DZA,11.666251,3259.84368,-4.232193259,0,0,0,0,1,0,0,0,2.4567001,8.0894346,9.4334841,1,1,0,0,0,0
NSA.3.4-1453,191,1,Algeria,ALG,FIS,1992,1997,explicit,alleged,military,0,0,0,1389,0.99000001,0,0,0,1,615,12500,2,2,0,0,6,1994,0,0,,0,1,0,0,DZA,11.908107,3164.898577,-2.912566121,0,0,0,0,1,0,0,0,2.4772193,8.0598764,9.4334841,1,1,0,0,0,0
NSA.3.4-1453,191,1,Algeria,ALG,FIS,1992,1997,explicit,alleged,military,0,0,0,1389,0.99000001,0,0,0,1,615,12500,2,2,0,0,6,1995,0,0,,0,0,0,0,DZA,12.135792,3223.55756,1.853423793,0,0,0,0,1,0,0,0,2.4961591,8.0782404,9.4334841,1,1,0,0,0,0
NSA.3.4-1453,191,1,Algeria,ALG,FIS,1992,1997,explicit,alleged,military,0,0,0,1389,0.99000001,0,0,0,1,615,12500,2,2,0,0,6,1996,0,0,,0,0,0,0,DZA,12.348887,3297.863375,2.305087245,0,0,0,0,1,0,0,0,2.513566,8.1010303,9.4334841,1,1,0,0,0,0
NSA.3.4-1453,191,1,Algeria,ALG,FIS,1992,1997,explicit,alleged,military,0,0,0,1389,0.99000001,0,0,0,1,615,12500,2,2,0,0,6,1997,0,0,,0,0,0,0,DZA,12.54869,3281.102139,-.508245296,0,0,0,0,1,0,0,0,2.5296164,8.0959349,9.4334841,1,1,0,0,0,0
NSA.3.4-1456,191,2,Algeria,ALG,Exile and Redemption,1990,1991,tacit,no,NA,0,0,0,1388,0.964999974,0,0,0,1,615,,1,,1,0,2,1990,0,0,,1,0,0,0,DZA,10.879594,3550.032672,-1.746785531,0,0,0,0,0,0,0,0,2.386889,8.1747122,,1,1,0,0,0,0
NSA.3.4-1456,191,2,Algeria,ALG,Exile and Redemption,1990,1991,tacit,no,NA,0,0,0,1388,0.964999974,0,0,0,1,615,,1,,1,0,2,1991,0,0,,0,0,0,0,DZA,11.149108,3422.638618,-3.588531856,0,0,0,0,0,0,0,0,2.4113595,8.1381674,,1,1,0,0,0,0
NSA.3.4-1459,191,3,Algeria,ALG,GIA,1993,2003,tacit,alleged,military,1,0,0,1390,0.964999974,0,0,0,1,615,1525,1,1,1,0,11,1993,26,26,4,0,0,0,0,DZA,11.666251,3259.84368,-4.232193259,0,0,0,0,1,1,0,0,2.4567001,8.0894346,7.3297496,1,1,0,0,0,4
NSA.3.4-1459,191,3,Algeria,ALG,GIA,1993,2003,tacit,alleged,military,1,0,0,1390,0.964999974,0,0,0,1,615,1525,1,1,1,0,11,1994,0,0,,0,0,0,0,DZA,11.908107,3164.898577,-2.912566121,0,0,0,0,1,1,26,0,2.4772193,8.0598764,7.3297496,1,1,0,0,3.2958369,4
NSA.3.4-1459,191,3,Algeria,ALG,GIA,1993,2003,tacit,alleged,military,1,0,0,1390,0.964999974,0,0,0,1,615,1525,1,1,1,0,11,1995,0,0,,0,1,0,0,DZA,12.135792,3223.55756,1.853423793,0,0,0,0,1,1,0,0,2.4961591,8.0782404,7.3297496,1,1,0,0,0,4
NSA.3.4-1459,191,3,Algeria,ALG,GIA,1993,2003,tacit,alleged,military,1,0,0,1390,0.964999974,0,0,0,1,615,1525,1,1,1,0,11,1996,0,0,,0,1,0,0,DZA,12.348887,3297.863375,2.305087245,0,0,0,0,1,1,0,0,2.513566,8.1010303,7.3297496,1,1,0,0,0,4
NSA.3.4-1459,191,3,Algeria,ALG,GIA,1993,2003,tacit,alleged,military,1,0,0,1390,0.964999974,0,0,0,1,615,1525,1,1,1,0,11,1997,355,160,4,0,1,0,0,DZA,12.54869,3281.102139,-.508245296,0,0,0,0,1,1,0,0,2.5296164,8.0959349,7.3297496,1,1,0,0,0,4
NSA.3.4-1459,191,3,Algeria,ALG,GIA,1993,2003,tacit,alleged,military,1,0,0,1390,0.964999974,0,0,0,1,615,1525,1,1,1,0,11,1998,129,129,4,0,1,0,0,DZA,12.737276,3397.410198,3.544786287,0,0,0,0,1,1,355,0,2.5445328,8.1307688,7.3297496,1,1,0,0,5.8749309,4
NSA.3.4-1459,191,3,Algeria,ALG,GIA,1993,2003,tacit,alleged,military,1,0,0,1390,0.964999974,0,0,0,1,615,1525,1,1,1,0,11,1999,125,125,4,0,0,0,0,DZA,12.917678,3457.137046,1.758011109,0,0,0,0,1,1,129,0,2.5585968,8.1481962,7.3297496,1,1,0,0,4.8675346,4
NSA.3.4-1459,191,3,Algeria,ALG,GIA,1993,2003,tacit,alleged,military,1,0,0,1390,0.964999974,0,0,0,1,615,1525,1,1,1,0,11,2000,245,245,4,0,0,0,0,DZA,13.092805,3541.072037,2.427875701,0,0,0,0,1,1,125,0,2.5720627,8.1721849,7.3297496,1,1,0,0,4.8362818,4
NSA.3.4-1459,191,3,Algeria,ALG,GIA,1993,2003,tacit,alleged,military,1,0,0,1390,0.964999974,0,0,0,1,615,1525,1,1,1,0,11,2001,32,32,4,0,0,0,0,DZA,13.263547,3600.437254,1.676475844,0,0,0,0,1,1,245,0,2.5850194,8.1888103,7.3297496,1,1,0,0,5.5053315,4
NSA.3.4-1459,191,3,Algeria,ALG,GIA,1993,2003,tacit,alleged,military,1,0,0,1390,0.964999974,0,0,0,1,615,1525,1,1,1,0,11,2002,526,524,4,0,0,0,0,DZA,13.43152,3754.516275,4.279453027,0,0,0,0,1,1,32,0,2.597604,8.2307148,7.3297496,1,1,0,0,3.4965076,4
NSA.3.4-1459,191,3,Algeria,ALG,GIA,1993,2003,tacit,alleged,military,1,0,0,1390,0.964999974,0,0,0,1,615,1525,1,1,1,0,11,2003,34,34,4,0,0,0,0,DZA,13.601353,3974.175032,5.850520833,0,0,0,0,1,1,526,0,2.6101692,8.2875729,7.3297496,1,1,0,0,6.2672005,4
NSA.3.4-1462,191,4,Algeria,ALG,AQIM,1999,2011,no,no,NA,1,1,0,1391,0.969699979,0,0,0,1,615,500,1,2,0,0,13,1999,0,0,,0,0,0,0,DZA,12.917678,3457.137046,1.758011109,0,0,0,0,0,0,34,0,2.5585968,8.1481962,6.2146082,1,0,0,0,3.5553482,1
NSA.3.4-1462,191,4,Algeria,ALG,AQIM,1999,2011,no,no,NA,1,1,0,1391,0.969699979,0,0,0,1,615,500,1,2,0,0,13,2000,0,0,,0,0,0,0,DZA,13.092805,3541.072037,2.427875701,0,0,0,0,0,0,0,0,2.5720627,8.1721849,6.2146082,1,0,0,0,0,1
NSA.3.4-1462,191,4,Algeria,ALG,AQIM,1999,2011,no,no,NA,1,1,0,1391,0.969699979,0,0,0,1,615,500,1,2,0,0,13,2001,0,0,,0,0,0,0,DZA,13.263547,3600.437254,1.676475844,0,0,0,0,0,0,0,0,2.5850194,8.1888103,6.2146082,1,0,0,0,0,1
NSA.3.4-1462,191,4,Algeria,ALG,AQIM,1999,2011,no,no,NA,1,1,0,1391,0.969699979,0,0,0,1,615,500,1,2,0,0,13,2002,0,0,,0,0,0,0,DZA,13.43152,3754.516275,4.279453027,0,0,0,0,0,0,0,0,2.597604,8.2307148,6.2146082,1,0,0,0,0,1
NSA.3.4-1462,191,4,Algeria,ALG,AQIM,1999,2011,no,no,NA,1,1,0,1391,0.969699979,0,0,0,1,615,500,1,2,0,0,13,2003,0,0,,0,0,0,0,DZA,13.601353,3974.175032,5.850520833,0,0,0,0,0,0,0,0,2.6101692,8.2875729,6.2146082,1,0,0,0,0,1
NSA.3.4-1462,191,4,Algeria,ALG,AQIM,1999,2011,no,no,NA,1,1,0,1391,0.969699979,0,0,0,1,615,500,1,2,0,0,13,2004,87,87,4,0,0,0,0,DZA,13.778677,4091.144235,2.943232296,0,0,0,0,0,0,0,0,2.6231222,8.3165798,6.2146082,1,0,0,0,0,1
NSA.3.4-1462,191,4,Algeria,ALG,AQIM,1999,2011,no,no,NA,1,1,0,1391,0.969699979,0,0,0,1,615,500,1,2,0,0,13,2005,0,0,,0,0,0,0,DZA,13.967892,4273.312751,4.452752236,0,0,0,0,0,0,87,0,2.6367612,8.3601446,6.2146082,1,0,0,0,4.4773369,1
NSA.3.4-1462,191,4,Algeria,ALG,AQIM,1999,2011,no,no,NA,1,1,0,1391,0.969699979,0,0,0,1,615,500,1,2,0,0,13,2006,37,37,4,0,0,0,0,DZA,14.170031,4282.328231,.210971674,0,0,0,0,0,0,0,0,2.6511292,8.3622522,6.2146082,1,0,0,0,0,1
NSA.3.4-1462,191,4,Algeria,ALG,AQIM,1999,2011,no,no,NA,1,1,0,1391,0.969699979,0,0,0,1,615,500,1,2,0,0,13,2007,0,0,,0,0,0,0,DZA,14.385269,4359.375748,1.799196896,0,0,0,0,0,0,37,0,2.6662047,8.380084,6.2146082,1,0,0,0,3.6375861,1
NSA.3.4-1462,191,4,Algeria,ALG,AQIM,1999,2011,no,no,NA,1,1,0,1391,0.969699979,0,0,0,1,615,500,1,2,0,0,13,2008,0,0,,0,0,0,0,DZA,14.615809,4390.499633,.713952801,0,0,0,0,0,0,0,0,2.6821039,8.3871984,6.2146082,1,0,0,0,0,1
NSA.3.4-1462,191,4,Algeria,ALG,AQIM,1999,2011,no,no,NA,1,1,0,1391,0.969699979,0,0,0,1,615,500,1,2,0,0,13,2009,38,36,4,0,0,0,0,DZA,14.863834,4386.038896,-.101599762,0,0,0,0,0,0,0,0,2.698931,8.3861818,6.2146082,1,0,0,0,0,1
NSA.3.4-1462,191,4,Algeria,ALG,AQIM,1999,2011,no,no,NA,1,1,0,1391,0.969699979,0,0,0,1,615,500,1,2,0,0,13,2010,0,0,,0,0,0,0,DZA,15.130181,4463.394675,1.763682018,0,0,0,0,0,0,38,0,2.7166915,8.4036646,6.2146082,1,0,0,0,3.6635616,1
NSA.3.4-1462,191,4,Algeria,ALG,AQIM,1999,2011,no,no,NA,1,1,0,1391,0.969699979,0,0,0,1,615,500,1,2,0,0,13,2011,0,0,,0,0,0,0,DZA,15.416096,4504.920098,.930355173,0,0,0,0,0,0,0,0,2.7354121,8.4129257,6.2146082,1,0,0,0,0,1
NSA.3.4-1066,131,7,Angola,ANG,UNITA,1989,1991,no,no,military,1,1,0,1421,0.004,0,1,0,1,540,50000,2,3,1,1,3,1989,63,63,4,0,1,0,1,AGO,8.6797085,2715.327687,-2.259303046,0,0,0,0,0,1,0,0,2.1609879,7.9066677,10.819778,0,1,0,0,0,1
NSA.3.4-1066,131,7,Angola,ANG,UNITA,1989,1991,no,no,military,1,1,0,1421,0.004,0,1,0,1,540,50000,2,3,1,1,3,1990,51,51,4,0,1,0,1,AGO,8.9258604,2630.623573,-3.119480374,0,0,0,0,0,1,63,0,2.1889527,7.8749762,10.819778,0,1,0,0,4.1588831,1
NSA.3.4-1066,131,7,Angola,ANG,UNITA,1989,1991,no,no,military,1,1,0,1421,0.004,0,1,0,1,540,50000,2,3,1,1,3,1991,0,0,,0,0,0,1,AGO,9.2020321,2519.96606,-4.206512624,0,0,0,0,0,1,51,0,2.2194242,7.8320007,10.819778,0,1,0,0,3.9512436,1
NSA.3.4-1069,131,7,Angola,ANG,UNITA,1992,1992,no,no,military,0,0,0,1421,0.004,0,1,0,1,540,45000,3,3,1,1,1,1992,0,0,,0,1,0,1,AGO,9.5042677,2271.0295,-9.878567961,0,0,0,0,0,1,0,0,2.2517409,7.7279887,10.714417,0,1,0,0,0,0
NSA.3.4-1072,131,7,Angola,ANG,UNITA,1993,1997,no,no,NA,0,0,0,1421,0.004,0,1,0,1,540,45000,3,3,1,1,5,1993,343,343,4,0,1,0,1,AGO,9.8233624,1654.537089,-27.14594465,0,0,0,0,0,0,0,0,2.2847636,7.4112763,10.714417,0,1,0,0,0,0
NSA.3.4-1072,131,7,Angola,ANG,UNITA,1993,1997,no,no,NA,0,0,0,1421,0.004,0,1,0,1,540,45000,3,3,1,1,5,1994,35,35,4,0,1,0,1,AGO,10.145571,1658.310094,.228039897,0,0,0,0,0,0,343,0,2.3170373,7.4135542,10.714417,0,1,0,0,5.8406415,0
NSA.3.4-1072,131,7,Angola,ANG,UNITA,1993,1997,no,no,NA,0,0,0,1421,0.004,0,1,0,1,540,45000,3,3,1,1,5,1995,47,47,4,0,0,0,1,AGO,10.461752,1775.899461,7.090915495,0,0,0,0,0,0,35,0,2.3477259,7.4820623,10.714417,0,1,0,0,3.583519,0
NSA.3.4-1072,131,7,Angola,ANG,UNITA,1993,1997,no,no,NA,0,0,0,1421,0.004,0,1,0,1,540,45000,3,3,1,1,5,1996,0,0,,1,0,0,1,AGO,10.768279,1919.211766,8.069843379,0,0,0,0,0,0,47,0,2.3766048,7.55967,10.714417,0,1,0,0,3.871201,0
NSA.3.4-1072,131,7,Angola,ANG,UNITA,1993,1997,no,no,NA,0,0,0,1421,0.004,0,1,0,1,540,45000,3,3,1,1,5,1997,0,0,,1,0,28,1,AGO,11.070721,2015.013922,4.991744886,0,0,0,0,0,0,0,3.3322046,2.4043038,7.6083813,10.714417,0,1,0,0,0,0
NSA.3.4-1075,131,7,Angola,ANG,UNITA,1998,2002,no,no,NA,0,0,0,1421,0.004,0,1,0,1,540,20000,2,3,0,0,5,1998,64,64,4,0,1,40,1,AGO,11.380212,2094.478528,3.943625659,0,0,0,0,0,0,0,3.6888795,2.4318759,7.6470599,9.9034872,0,1,0,0,0,0
NSA.3.4-1075,131,7,Angola,ANG,UNITA,1998,2002,no,no,NA,0,0,0,1421,0.004,0,1,0,1,540,20000,2,3,0,0,5,1999,393,393,4,0,1,0,1,AGO,11.712507,2101.945334,.356499547,0,0,0,0,0,0,64,0,2.4606574,7.6506186,9.9034872,0,1,0,0,4.1743875,0
NSA.3.4-1075,131,7,Angola,ANG,UNITA,1998,2002,no,no,NA,0,0,0,1421,0.004,0,1,0,1,540,20000,2,3,0,0,5,2000,267,267,4,0,1,0,1,AGO,12.078798,2100.572383,-.065318099,0,0,0,0,0,0,393,0,2.4914517,7.6499653,9.9034872,0,1,0,0,5.9763508,0
NSA.3.4-1075,131,7,Angola,ANG,UNITA,1998,2002,no,no,NA,0,0,0,1421,0.004,0,1,0,1,540,20000,2,3,0,0,5,2001,1029,1029,4,0,1,0,1,AGO,12.483189,2119.325932,.8927827659999999,0,0,0,0,0,0,267,0,2.5243828,7.6588535,9.9034872,0,1,0,0,5.5909872,0
NSA.3.4-1075,131,7,Angola,ANG,UNITA,1998,2002,no,no,NA,0,0,0,1421,0.004,0,1,0,1,540,20000,2,3,0,0,5,2002,55,51,4,0,0,0,1,AGO,12.92187,1906.08658,-10.06165916,0,0,0,0,0,0,1029,0,2.5589213,7.5528073,9.9034872,0,1,0,0,6.937314,0
NSA.3.4-649,90,11,Burundi,BUI,Palipehutu,1991,1992,tacit,no,NA,0,0,0,1276,0.019400001,0,1,0,0,516,,2,2,1,0,2,1991,0,0,,0,0,0,1,BDI,224.27682,337.7083512,2.597711725,1,0,0,0,1,0,55,0,5.4128809,5.8221827,,0,1,0,1,4.0253515,0
NSA.3.4-649,90,11,Burundi,BUI,Palipehutu,1991,1992,tacit,no,NA,0,0,0,1276,0.019400001,0,1,0,0,516,,2,2,1,0,2,1992,0,0,,0,0,0,0,BDI,229.56117,333.9432189,-1.114906484,1,0,0,0,1,0,0,0,5.4361696,5.8109708,,0,1,0,1,0,0
NSA.3.4-652,90,12,Burundi,BUI,CNDD,1994,1998,tacit,minor,military,0,0,0,1277,0.019400001,0,0,1,0,516,,2,1,1,0,5,1994,0,0,,0,0,0,0,BDI,238.86453,290.3198178,-5.47130527,1,0,0,0,1,1,0,0,5.4758964,5.6709833,,0,1,0,0,0,0
NSA.3.4-652,90,12,Burundi,BUI,CNDD,1994,1998,tacit,minor,military,0,0,0,1277,0.019400001,0,0,1,0,516,,2,1,1,0,5,1995,0,0,,0,0,1118,0,BDI,242.95288,263.2708504,-9.316955226999999,1,0,0,0,1,1,0,7.0192966,5.4928675,5.5731835,,0,1,0,0,0,0
NSA.3.4-652,90,12,Burundi,BUI,CNDD,1994,1998,tacit,minor,military,0,0,0,1277,0.019400001,0,0,1,0,516,,2,1,1,0,5,1996,62,62,4,0,0,1542,0,BDI,246.62831,239.0396327,-9.203912129000001,1,0,0,0,1,1,0,7.3408356,5.5078826,5.4766293,,0,1,0,0,0,0
NSA.3.4-652,90,12,Burundi,BUI,CNDD,1994,1998,tacit,minor,military,0,0,0,1277,0.019400001,0,0,1,0,516,,2,1,1,0,5,1997,0,0,,0,0,199,0,BDI,250.01546,232.5068723,-2.732919334,1,0,0,0,1,1,62,5.2933049,5.5215225,5.4489198,,0,1,0,0,4.1431346,0
NSA.3.4-652,90,12,Burundi,BUI,CNDD,1994,1998,tacit,minor,military,0,0,0,1277,0.019400001,0,0,1,0,516,,2,1,1,0,5,1998,0,0,,0,0,314,0,BDI,253.57944,240.6275982,3.492682069,1,0,0,0,1,1,0,5.749393,5.535677,5.4832506,,0,1,0,0,0,0
NSA.3.4-655,90,13,Burundi,BUI,Frolina,1997,1997,tacit,no,NA,0,0,0,1279,0.019400001,0,0,1,0,516,,1,2,1,0,1,1997,0,0,,0,0,199,0,BDI,250.01546,232.5068723,-2.732919334,1,0,0,0,0,0,0,5.2933049,5.5215225,5.4489198,,0,1,0,0,0,0
NSA.3.4-658,90,14,Burundi,BUI,CNDD-FDD,1998,2003,tacit,no,military,0,0,0,1280,0.01,0,0,1,0,516,11000,2,1,1,0,6,1998,0,0,,0,0,314,0,BDI,253.57944,240.6275982,3.492682069,1,0,0,0,1,1,0,5.749393,5.535677,5.4832506,9.3056507,0,1,0,0,0,0
NSA.3.4-658,90,14,Burundi,BUI,CNDD-FDD,1998,2003,tacit,no,military,0,0,0,1280,0.01,0,0,1,0,516,11000,2,1,1,0,6,1999,0,0,,0,0,225,0,BDI,257.93253,234.68485,-2.469686841,1,0,0,0,1,1,0,5.4161005,5.5526981,5.4582434,9.3056507,0,1,0,0,0,0
NSA.3.4-658,90,14,Burundi,BUI,CNDD-FDD,1998,2003,tacit,no,military,0,0,0,1280,0.01,0,0,1,0,516,11000,2,1,1,0,6,2000,0,0,,0,0,389,0,BDI,263.51529,228.2475687,-2.742947109,1,0,0,0,1,1,0,5.9635792,5.5741115,5.4304309,9.3056507,0,1,0,0,0,0
NSA.3.4-658,90,14,Burundi,BUI,CNDD-FDD,1998,2003,tacit,no,military,0,0,0,1280,0.01,0,0,1,0,516,11000,2,1,1,0,6,2001,58,53,4,0,0,0,0,BDI,270.51089,227.428111,-.35902143,1,0,0,0,1,1,0,0,5.6003122,5.4268341,9.3056507,0,1,0,0,0,0
NSA.3.4-658,90,14,Burundi,BUI,CNDD-FDD,1998,2003,tacit,no,military,0,0,0,1280,0.01,0,0,1,0,516,11000,2,1,1,0,6,2002,97,95,4,0,0,243,0,BDI,278.81302,230.9961542,1.56886638,1,0,0,0,1,1,58,5.4930615,5.6305413,5.4424009,9.3056507,0,1,0,0,4.0775375,0
NSA.3.4-658,90,14,Burundi,BUI,CNDD-FDD,1998,2003,tacit,no,military,0,0,0,1280,0.01,0,0,1,0,516,11000,2,1,1,0,6,2003,90,90,4,0,0,129,0,BDI,288.20932,221.2274825,-4.228932634,1,0,0,0,1,1,97,4.8598123,5.6636872,5.3991914,9.3056507,0,1,0,0,4.5849676,0
NSA.3.4-661,90,15,Burundi,BUI,Palipehutu-FNL,1997,2008,tacit,no,NA,0,0,0,1278,0.01,0,1,0,0,516,2500,2,2,1,0,12,1997,0,0,,0,0,199,0,BDI,250.01546,232.5068723,-2.732919334,1,0,0,0,1,0,90,5.2933049,5.5215225,5.4489198,7.8240461,0,1,0,1,4.5108595,0
NSA.3.4-661,90,15,Burundi,BUI,Palipehutu-FNL,1997,2008,tacit,no,NA,0,0,0,1278,0.01,0,1,0,0,516,2500,2,2,1,0,12,1998,0,0,,0,0,314,0,BDI,253.57944,240.6275982,3.492682069,1,0,0,0,1,0,0,5.749393,5.535677,5.4832506,7.8240461,0,1,0,1,0,0
NSA.3.4-661,90,15,Burundi,BUI,Palipehutu-FNL,1997,2008,tacit,no,NA,0,0,0,1278,0.01,0,1,0,0,516,2500,2,2,1,0,12,1999,0,0,,0,0,225,0,BDI,257.93253,234.68485,-2.469686841,1,0,0,0,1,0,0,5.4161005,5.5526981,5.4582434,7.8240461,0,1,0,1,0,0
NSA.3.4-661,90,15,Burundi,BUI,Palipehutu-FNL,1997,2008,tacit,no,NA,0,0,0,1278,0.01,0,1,0,0,516,2500,2,2,1,0,12,2000,0,0,,0,0,389,0,BDI,263.51529,228.2475687,-2.742947109,1,0,0,0,1,0,0,5.9635792,5.5741115,5.4304309,7.8240461,0,1,0,1,0,0
NSA.3.4-661,90,15,Burundi,BUI,Palipehutu-FNL,1997,2008,tacit,no,NA,0,0,0,1278,0.01,0,1,0,0,516,2500,2,2,1,0,12,2001,0,0,,0,0,0,0,BDI,270.51089,227.428111,-.35902143,1,0,0,0,1,0,0,0,5.6003122,5.4268341,7.8240461,0,1,0,1,0,0
NSA.3.4-661,90,15,Burundi,BUI,Palipehutu-FNL,1997,2008,tacit,no,NA,0,0,0,1278,0.01,0,1,0,0,516,2500,2,2,1,0,12,2002,96,96,4,0,0,243,0,BDI,278.81302,230.9961542,1.56886638,1,0,0,0,1,0,0,5.4930615,5.6305413,5.4424009,7.8240461,0,1,0,1,0,0
NSA.3.4-661,90,15,Burundi,BUI,Palipehutu-FNL,1997,2008,tacit,no,NA,0,0,0,1278,0.01,0,1,0,0,516,2500,2,2,1,0,12,2003,55,55,4,0,0,129,0,BDI,288.20932,221.2274825,-4.228932634,1,0,0,0,1,0,96,4.8598123,5.6636872,5.3991914,7.8240461,0,1,0,1,4.5747108,0
NSA.3.4-661,90,15,Burundi,BUI,Palipehutu-FNL,1997,2008,tacit,no,NA,0,0,0,1278,0.01,0,1,0,0,516,2500,2,2,1,0,12,2004,210,210,4,0,0,33,0,BDI,298.34943,224.5155532,1.486284921,1,0,0,0,1,0,55,3.4965076,5.6982656,5.4139452,7.8240461,0,1,0,1,4.0253515,0
NSA.3.4-661,90,15,Burundi,BUI,Palipehutu-FNL,1997,2008,tacit,no,NA,0,0,0,1278,0.01,0,1,0,0,516,2500,2,2,1,0,12,2005,66,66,4,0,0,26,0,BDI,308.96469,219.1865502,-2.37355626,1,0,0,0,1,0,210,3.2580965,5.7332268,5.3899231,7.8240461,0,1,0,1,5.3518581,0
NSA.3.4-661,90,15,Burundi,BUI,Palipehutu-FNL,1997,2008,tacit,no,NA,0,0,0,1278,0.01,0,1,0,0,516,2500,2,2,1,0,12,2006,36,34,4,0,0,0,0,BDI,320.01831,223.4035903,1.923950194,1,0,0,0,1,0,66,0,5.7683783,5.4089799,7.8240461,0,1,0,1,4.2046928,0
NSA.3.4-661,90,15,Burundi,BUI,Palipehutu-FNL,1997,2008,tacit,no,NA,0,0,0,1278,0.01,0,1,0,0,516,2500,2,2,1,0,12,2007,0,0,,1,0,0,0,BDI,331.56458,226.3044415,1.298480137,1,0,0,0,1,0,36,0,5.8038225,5.4218812,7.8240461,0,1,0,1,3.6109178,0
NSA.3.4-661,90,15,Burundi,BUI,Palipehutu-FNL,1997,2008,tacit,no,NA,0,0,0,1278,0.01,0,1,0,0,516,2500,2,2,1,0,12,2008,0,0,,0,0,0,0,BDI,343.52783,229.8347014,1.559960517,1,0,0,0,1,0,0,0,5.8392682,5.4373603,7.8240461,0,1,0,1,0,0
NSA.3.4-1612,222,17,Central African Republic,CEN,Military faction (forces of Andr_ Kolingba),2001,2001,no,major,NA,0,0,0,1406,,,,,,482,600,2,,,0,1,2001,0,0,,0,0,25,0,CAF,6.0911698,421.6591988,2.359826068,0,0,0,0,0,0,0,3.2188759,1.8068402,6.0441976,6.3969297,,,,,0,0
NSA.3.4-667,91,18,Chad,CHA,Revolutionary Forces of 1 April,1989,1989,no,no,military,1,0,0,1289,NA,0,0,1,0,483,,2,2,0,0,1,1989,0,0,,0,0,0,0,TCD,4.581697,557.3475967000001,1.543547849,0,0,0,0,1,1,0,0,1.5220695,6.3231893,,0,0,0,0,0,4
NSA.3.4-670,91,19,Chad,CHA,MOSANAT,1989,1989,no,no,NA,1,0,0,1290,0.439999998,NA,0,NA,NA,483,,2,,0,0,1,1989,0,0,,0,0,0,0,TCD,4.581697,557.3475967000001,1.543547849,0,0,0,0,1,0,0,0,1.5220695,6.3231893,,,0,,,0,4
NSA.3.4-673,91,20,Chad,CHA,Islamic Legion,1989,1990,no,no,military,1,0,0,1288,0.439999998,0,0,1,0,483,3000,2,2,1,0,2,1989,0,0,,0,0,0,0,TCD,4.581697,557.3475967000001,1.543547849,0,0,0,0,1,1,0,0,1.5220695,6.3231893,8.0063677,0,0,0,0,0,4
NSA.3.4-673,91,20,Chad,CHA,Islamic Legion,1989,1990,no,no,military,1,0,0,1288,0.439999998,0,0,1,0,483,3000,2,2,1,0,2,1990,0,0,,0,0,41,0,TCD,4.7315931,517.1346399,-7.215058808,0,0,0,0,1,1,0,3.713572,1.5542619,6.2483034,8.0063677,0,0,0,0,0,4
NSA.3.4-676,91,21,Chad,CHA,CSNPD,1992,1994,no,no,NA,0,0,0,1294,0.469999999,0,0,1,0,483,5000,2,2,0,0,3,1992,0,0,,0,0,298,1,TCD,5.0430226,568.7343432,4.616209459,0,0,0,0,1,0,0,5.6970935,1.6180056,6.3434134,8.5171928,0,0,0,0,0,0
NSA.3.4-676,91,21,Chad,CHA,CSNPD,1992,1994,no,no,NA,0,0,0,1294,0.469999999,0,0,1,0,483,5000,2,2,0,0,3,1993,0,0,,0,0,193,1,TCD,5.2069788,464.2854963,-18.36513797,0,0,0,0,1,0,0,5.2626901,1.6499999,6.1404996,8.5171928,0,0,0,0,0,0
NSA.3.4-676,91,21,Chad,CHA,CSNPD,1992,1994,no,no,NA,0,0,0,1294,0.469999999,0,0,1,0,483,5000,2,2,0,0,3,1994,124,0,4,0,0,230,1,TCD,5.3788943,494.9998681,6.615406251,0,0,0,0,1,0,0,5.4380794,1.6824828,6.2045574,8.5171928,0,0,0,0,0,0
NSA.3.4-679,91,22,Chad,CHA,CNR,1992,1994,no,no,NA,0,0,0,1293,0.469999999,0,0,1,0,483,,1,2,0,0,3,1992,0,0,,0,0,298,1,TCD,5.0430226,568.7343432,4.616209459,0,0,0,0,1,0,124,5.6970935,1.6180056,6.3434134,,0,0,0,0,4.8283138,0
NSA.3.4-679,91,22,Chad,CHA,CNR,1992,1994,no,no,NA,0,0,0,1293,0.469999999,0,0,1,0,483,,1,2,0,0,3,1993,0,0,,0,0,193,1,TCD,5.2069788,464.2854963,-18.36513797,0,0,0,0,1,0,0,5.2626901,1.6499999,6.1404996,,0,0,0,0,0,0
